,tweet_id,sentiment,author,content
29463,1751215265,joy,sekzieyhazel,seen mi abueltia at the hospital... she's doing good!
24163,1694770916,joy,Lyn_O,"ah! A clean house...finally, so nice"
15142,1964744624,joy,heybrewster,@KlutzyAnisha  How about we play tomorrow?
33275,1752563769,joy,lissytran,This is cool!
21276,1694202689,joy,natecv8,thank god i havent quit my day job  ps. turning 27 tomorrow. i just round up to 30 now.
35237,1753052537,joy,AshleyWondersss,Seeing my brother graduate tomorrow. Should be fun.
36151,1753254473,joy,Skiingfreak77,"@anna_007 Don't worry, they'll get bored of it! Just hang in there and don't give in!"
31049,1751819014,joy,LM4U16,just got out of the shower.. man i feel good..
21744,1694292932,joy,nanalipzz89,@JONGIRL79 that would be awesome  lol
22216,1694383272,joy,tasshh,"@Galiiit lol thanx, me too!"
31269,1751886904,joy,_tri_state_,time to go swimming in the freezing water at kalies. yeah!
24235,1694791830,joy,joshie1226,"@kate38381849 haha it's ok. i really don't like getting to other businesses so its Ok,"
29048,1751070618,joy,Republican_Girl,@Victoryhawk It depends if you are having fun or not...
31309,1751888820,joy,AlexaNDYE,"41 Followers? Random people, but okay!"
35553,1753135359,joy,Jolitabrilliant,"http://bit.ly/5e7dr  this is cool, van helden."
908,1957171745,joy,J_Cahn,was playing street fighter IV and Seth Raped me
7555,1961760301,joy,VickyCheng,"Finally got to wash my hair! I feel much better now, but I gotta dry it ... Effffffort."
10485,1962917162,joy,SunshineBoat,"@blaqberry I know, me too.  I'm hoping since I got him sesame oil, which he loves, that he'll let it slide. *fingers crossed*"
17998,1965854878,joy,k_gustafson,Back home after a funeral for my wife's grandfather today.  Now its time for homework
37776,1753548496,joy,pandaeyes82,"@supergrassfan Cheers John, thanks for following me. Look forward to your twitterings too. Think this'll be a good place for my rants  xxx"
39783,1753871763,joy,DinahLady,"@bobby_rey Nah you do it really gradually with PTFE tape. so goes up 0.1 mm at a time. Ive been doing it for years, I love it!  x"
35641,1753155093,joy,Jakepoop,"Finally home, watching saturday night live, then dreaming about my amanda boo"
20308,1694015536,joy,natsuperfly,just watched JONAS. It was funny.
15129,1964741518,joy,jumpinglegacy,http://twitpic.com/67ljj - As if teenagers need any more encouragement
15994,1965088819,joy,amberpamber,Ears nose throat doc wants to do surgery inside my face  diviated septum does not sound like a sexy thing.
33545,1752644834,joy,TylerBrooke,@Rachecullen yesh. lawl
30842,1751749690,joy,lexingtonmm,@DanSherwood lannen fall?    we have a new EP coming out shortly.  I want you dudes to hear it!
380,1957053409,joy,gangstamittens,is home.  safely... but hungry
15325,1964806483,joy,KathiSP,is sooo tired and too busy to tweet  im glad the weekend is here... yay 4 day-weekend
22714,1694475799,joy,skippyXG,"@tdes Thanks for asking, Sarah  I am glad tomorrow (5th) is a holiday here in Korea. I will have some rest and I will be right as rain."
22847,1694510231,joy,harisn,@AdeelAhmad Rofl u did?  Hahaha! Lemme tell Salman Munir =P =P
37810,1753550036,joy,jaksdeflatdego,Is still awake at 5AM but for way better reasons.  A fantastic night with fantastic people... and fantastic food!!
28512,1696219758,joy,Gemmaboyle,@mariannemarlow It is a drink but they have a trainer brand too.. http://www.office.co.uk/brand/babycham/8 &lt;&lt;have a look
24612,1694880589,joy,DestinPrincess,Happy Monday morning!
10340,1962880733,joy,haayleey,"i am boooooooored, theres nowhere to go"
19344,1966235539,joy,junklekennedy,wishing I was attending #beatweetup I even bought a badge
31269,1751886904,joy,_tri_state_,time to go swimming in the freezing water at kalies. yeah!
1291,1957265858,joy,skupiter628,i want candy!!!
23970,1694727732,joy,Karen230683,@graemeskelly LOL biking is manly
37269,1753452812,joy,fjkeogh,"@ALOliver lol liking your style Alice tell him you've got standards to maintain lol, it's national Cork girls go wild in london week"
32754,1752385382,joy,alexschafer,"Yup, I'm pretty sure summer could not have started off any better than the one this year"
7361,1961648516,joy,olliverYou,the start of my day was finding a lump on my body... went to the hospital... apparently its nothing! fewfffff! bloodtests suck...  haha
28440,1696216159,joy,DonnaSpeaks,@jessicacolon My son is back at school today - feeling much better. He wasn't too sick...he didn't stop eating!
20820,1694110579,joy,nathaliie,"no school today, teacher cancelled the lesson  chillin'"
17260,1965573921,joy,mfonseca77,Yeahhhhhhhhhhhhh friday..and I work tomorrow
21838,1694311753,joy,flybabycassie,"re-reading 6th Harry Potter, did dishes, mended a cushion on the patio sofa, &amp; fixed one of the outdoor barstools. An accomplished Sunday"
33940,1752748712,joy,cawineblog,@enobytes  drank a 2003 I guess that doesnt count?
4005,1960164604,joy,ninayuri20,enjoying and exploring my n96 phone.. grr.. it's awesome.. but i wanted the samsung omnia..
39765,1753870999,joy,ramdomthoughts,@ksymmonds We can compare horror stories mate LOL
15707,1964959194,joy,ashleyspassion,@mrstephens85 hahahaha awww uduhn lun me no mor???
8514,1962203470,joy,LusaSousa,@candypants2 http://twitpic.com/66wxk - SO jealous right now!!!hate new england weather
24711,1694905202,joy,claud_ineee,i think i like the workshop
11471,1963224903,joy,xamountoftruth,@midtown i'll teleport it straight to you
33421,1752593422,joy,ncarr08,had a fun day at the theatre... glad to be back in town for a while
21224,1694200442,joy,LadyParadis,@jdpeterson Absolutely
11768,1963346333,joy,heyaeslehc,today was busy.. geez. getting ready then graduation
15994,1965088819,joy,amberpamber,Ears nose throat doc wants to do surgery inside my face  diviated septum does not sound like a sexy thing.
19285,1966221430,joy,FlyEffortlssly,Made it to Wisconsin... Now off to Golden Corral again! dang! lol we missed the graduation! tho  Dang!
1462,1957312851,joy,elematt,shattered! PWG botched his hybrid dolphin shirt order and sent him xl
1102,1957216827,joy,shellsandcheese,I just spent 2 hours playing TF2 and I don't think I'm any better at it than when I started.
7324,1961618622,joy,pemctg,I would LOVE to ride the superman right now...
25504,1695109338,joy,LauraSDavis,@DanielBedingfld is this a new album?? about bloody time too!!
28641,1750929126,joy,ivanaruggiero,i decided that myspacee is wayy better
2214,1957496048,joy,mickla,this sux but took like 4 minutes. going to sleep finally  http://img36.imageshack.us/img36/4603/iprevailedsig.png
20345,1694017579,joy,xxvikixx,really really wants to go and see Coraline.
33534,1752644374,joy,heartmychloe,@sara3isenough hahah that is hilarious!  when my b/f washes them they usually don't fit the bed anymore.  either that or they turn pink
18439,1965967874,joy,CTZinck,"Was outside playing ball with dogs, now all hot and sweaty"
16736,1965435734,joy,finesse360,@devidev im stuck 2  this when my la love turns in2 road rage lol
26490,1695411702,joy,Miss_MariaS,"@xeydna sounds good, the one I was too was also fun"
34624,1752918640,joy,yoohooboy,went OUT 4 a meet up &amp; MAY B hangin &amp; or hittin a club or bar   IF the car holds up LOL :-P
6051,1961133834,joy,agentla,@robgokeemusic shopping is therapuetic and i'm all about bettering myself... i need financing for my therapy however
11619,1963299539,joy,HappilyBarefoot,Draven's elbow met cement this afternoon  Looks nasty.
29923,1751396384,joy,Strabismus,"@WalkingHorse Fear not! You deserve alot, you care for animals. )) I'll get some food, don't worry!"
20126,1693977819,joy,iMacstu,You won't believe how long this took to achieve... Still all done and my car is happy again  - Photo: http://bkite.com/0783l
36585,1753331666,joy,scurb_se,"Ah, lets start working! Livingroom here I come"
39346,1753804828,joy,joseadan88,"off to JFK (again), should be in texas soon."
4475,1960387680,joy,GallifreyReject,@vickybonnett lmao! a good push up bra always makes the abs look smaller. in order to have Robbikin-esque abs.. 6 days a week working out
14023,1964303061,joy,holliebh,is cold and wished to go back to bed
25445,1695106633,joy,hotproducts14,"A sweat sweat deal? I thought he was sweet... It starts with pronouns, and then moves onto spelling Trentles.."
18208,1965912789,joy,amgstyleboi,@kemiFRESH i mean we mite do sumthn.... what u doin hope i get 2 c u b4 u head bak
24461,1694836461,joy,erikarhanetan,@rhyanoutrageous thank you
5833,1961064362,joy,WhoisKathyKane,@epiphanygirl Wish I was in Dallas.. Can I still say ow!? lol Hey... u spelled my name wrong  It's all good. Thanks for #FF love
28103,1696045349,joy,artemisrex,@apmckeown it sure is  Hope you're having a great morning
31582,1751988201,joy,jonthebrit,So apparently i left my front door wide open before going out to my show. With my and my moms laptops on the coffee table. Love my area
38588,1753680041,joy,AprilMc,Enjoying my Mommy Day!!!!
25290,1695054988,joy,JordanFo,About 60 again todayy yayy!!!
23405,1694608428,joy,ChristinaStokes,@clarexsaula I am excited. Ashley and Matt should be here within the next half hour and that's when it all really starts for me.
39398,1753807162,joy,StevesaStud,John john and I just switched the meaning of PIMP to someone who still pwns at halo when they're wasted  hahahaha Another amazing night
18304,1965934294,joy,Alp_B,Just got out of work
15299,1964795612,joy,MHernandez13,So my first aid shift started out with some excitement but now it's kinda died down...  I wish I could do this more often!
3391,1958037565,joy,ohaijosh,"Just found out my kitty isn't pregnant  its a good thing though, we are going to adopt one instead"
28449,1696216555,joy,chrissc85,"Today I plan on taking my music history final, then catching up on some movies at my movie theatre."
20360,1694032949,joy,IsabelMosk,Cuba trip booked
12359,1963548913,joy,KyCola,@xraquelx No sleepover tonight
38669,1753694902,joy,Niniel89,enjoyed yesterday Star Trek. Awesome movie! With great actors - I prefer Karl Urban as Dr. Leonard &quot;Bones&quot; McCoy  Live long and prosper!!
22533,1694440193,joy,mversion,@JonoH Geez... it's like I bribed you for a follow back
31688,1752021840,joy,standtrooper,"@Candice_Jo you'll have a drink bc the race is over...I'm telling you,it's an addiction that leads to Elvis presiding over our wedding"
12174,1963486227,joy,MellyZea,About to clean my room
35342,1753075907,joy,ursader,"@ChesterBaker not so awesome now, huh? LOL"
20511,1694053377,joy,Aimee326,"@feedmecupcakes I just wanted to say, that you have the best screen name ever. That is all."
3559,1958074577,joy,slam87,"I'm not looking forward to working over the next 8 days! Come next Sunday, I may or may not be dead"
32470,1752291376,joy,phoebeliaw,Painting is hard work. Very tired. But satisfying to see God's house getting prettier.  And I like the yellow of Tim's room.
31570,1751987979,joy,XMissxXxMurderX,heading to bed with tea to finish Breaking Dawn.
33940,1752748712,joy,cawineblog,@enobytes  drank a 2003 I guess that doesnt count?
4901,1960554443,joy,erkagarcia,"@tommcfly Tom! @buonotomato and I were wondering if you'd do a tour in Asia, specifically the Philippines. Any chance you will soon?"
19406,1966252667,joy,Heather_Capuano,@davidaldrich_wx Did you see the color of the sky and how it looks in Philly??  It is yellowish/orangeish/brownish looks scary!!  lol
34075,1752774436,joy,joanndelacruz,"saw kim kardashian on robertson today, ate a hella good sandwich at bay cities in santa monica, and just downloaded a lot of new songs"
21594,1694258562,joy,gepflores,"my brain is gonna explode, a minute from now ) it is full of numbers @-) this should be the cliiimb. :-j i'm climbing the: mt. numbers."
39729,1753869702,joy,gigimixcd,ah midday - great time for breakfast
28085,1696044520,joy,msalien,Morning peeps... If you need to get at me you know where I am... I'll be around  ? http://blip.fm/~5jtyh
23677,1694666612,joy,ely94,home from school today
28091,1696044681,joy,Enzow,just got home from the gym..tennis first then badminton.ehehe!
35611,1753138177,joy,MegAppleford,"@FelixKev hey Kev - keep with it. It seems crap at first but will def be worthwhile! Add LOADS of people, much more interesting"
13867,1964227836,joy,alexandradunn7,Took a long nap...I feel like I should still be asleep
11022,1963090579,joy,midgeeee,"Apparently TV could not be fixed  On the plus side, we are being refunded the cost of it and can buy a new one."
21212,1694184976,joy,GeorgeGuerra,@TangeloFlavored and no I didn't burn the eggs.  We had a blast and the food was great all weekend. We had an awesome carne asada too.
33611,1752647525,joy,sarahmarina,@DefyGravity81 oooooooh I KNO  EEEEEEEKKKKKKK! @coriluvthedon ROCKS!! &gt;
20219,1693997236,joy,philmabs,"True to form, Bank Holiday Monday looks like it might be rainy. Hope it holds off til later, family&amp;friends plan walk and picnic today"
29535,1751251541,joy,nathantbaker,@amyswarren ahhh yay! I'm getting into it. Knockin' a lot out.
29222,1751141133,joy,shellyavenue,"eating nothing, drinking water, about to watch a movie, join me?"
25875,1695221270,joy,sand_dac,"@sotwitterpated Hi! Yeah I'm fine  Just being a girl Haha! But yeah, I'll be seeing u Thursday! Hehe, I'll tempt @janellebelle with a chai"
27053,1695620558,joy,hboshart,Por Favor!!! Only need FIVE more!  http://tinyurl.com/dzcpg3
3046,1957685970,joy,KaraTheBomb,I WANT LASAGNA TOOOOOOO.
23596,1694647734,joy,KatieeLomax,@fearnecotton http://twitpic.com/4jbn6 - yummm.....Very Nicee
29937,1751396929,joy,Teresa_EstN1989,"@MICHALL_BODUCH Awww, you will get more friends on facebook. Just be yourself and people will add you"
33753,1752699031,joy,BigBK,"a band from Hawaii with a Sublime sound, so all you sublime haters can just move along  ? http://blip.fm/~5yy4n"
7835,1961909678,joy,clara_mac,@JustTeaching haha nice to know I'm not alone! Working in the BBC and can't see it
39783,1753871763,joy,DinahLady,"@bobby_rey Nah you do it really gradually with PTFE tape. so goes up 0.1 mm at a time. Ive been doing it for years, I love it!  x"
29537,1751251569,joy,LenyRodriguez,Just bought a flavor for my snow cone machine  mhm!Yummay! I need new sunglasses Rachel&amp;I have a plan!Yezzz-sir-E we do Ruless to Much!
25947,1695249907,joy,jks4usc,"@tamij Have a good day.  I'm checking out Hugh today. Also, be on lookout for best &quot;cassoulet&quot; recipe you will have ever tasted!"
30074,1751465138,joy,DONNACHOPPS,MY SiSTER iN LAW JUST LEFT FOR HER PROM!! SHE LOOKED SOO PRETTY.. TEARS ALL AROUND
32749,1752385209,joy,nairda17,@ConcreteLoop @RapUp @itsmeAmerie Hey everyone! I just mixed the first single....!  &quot;Why R U&quot; ...I'm sooo excited!
24663,1694903260,joy,pumaa,@itschristablack I am so stoked on seeing you with the Jonas Brothers
21239,1694200970,joy,Lilith_92,is soooo over school...maybe sick..all week *evil laugh*
34374,1752848385,joy,starfeeder,Great find @NicciSnail  http://amanita-design.net/samorost-1/
38372,1753647856,joy,LukasVandenberg,@caitiejayne ok sick which date suits u they are thursday night friday night and sat night i think laast 3 nights get in quick
38926,1753742389,joy,nicfinno,"@mrated Yeehah, quality"
22549,1694440876,joy,divxdownloads,finished watching the movie 'mirrors'. I liked it but it really didnt do anything for me  5 out of ten i give it   // cool http://g ...
5071,1960607071,joy,ShayneFly,"@ExtremeWithin Yes, soak it up for sure. It's gonna be fast n furious. Only one show this year  More reason to revel in the moment."
9615,1962653490,joy,LexxStarbreaker,Trying to win a @neverwear contest for a a print of The Day the Saucers Came signed by @neilhimself... My brain is tapped out of ideas
14586,1964578180,joy,CcCatastrophe,"Looking to sketch final catwalk outfit, i really REALLY want my long pink hair back. i also want to dye my models hair pink not allowed"
31446,1751953369,joy,mcraddictal,@mcrfash1 that's great!
10510,1962926808,joy,Cherrim,"@cloudconnected KH is the only thing I'll be a weeaboo about.  I still prefer it in English but I'm impatient, haha"
27018,1695619268,joy,jacoblovie,@sea_breez Yer please do! Have a good day!
37330,1753467741,joy,ethandhan,"i want to wake up early, and get a coffee tomorrow (today) !  it's going to be a busyy day! but have to keep writing.. booo whoo!"
28103,1696045349,joy,artemisrex,@apmckeown it sure is  Hope you're having a great morning
25735,1695190573,joy,redfoxferret,I'm getting back into @taylorswift13 again
21246,1694201268,joy,Trevieno,@sheiel I really like pink after I saw her live while in the new T-MOBILE Advert
36553,1753330377,joy,KayteeOrmond,"sup guys, just downloaded tweetdeck, gettin a move on right now : D tweet me some nice clothes sits or summat  x"
37997,1753583806,joy,LawrenceKwek,"is at my grandma's place with my mum, celebrating mothers' day in 3 generations. The 4th will come"
24872,1694952448,joy,Beaniebella,@SteveHealy - I shall post a notice in town so us Cork ladies know to watch out!! lol  You had fun then?? Sevens were the business !! ;)
21255,1694201504,joy,mikeziemer,@AJinYourMouth taking out all my trash   http://twitpic.com/4ja8m
34664,1752920293,joy,rumparooz,@ThriftyMamaB for lack of having to go do my own hunt (lol) can you refresh my memory on which one is clue #2?
27354,1695731906,joy,BongoBongx,"@gfalcone601 you should come to Estonia, I know some epic horses here, hehe, and a good trainer and good beaches were to ride!"
25578,1695136776,joy,MiDesfileNegro,@mcrfash1 cool  what did you get?
27689,1695884363,joy,thierryb,@MichelleBlanc Fï¿½licitations!
23619,1694663955,joy,magh,@Peulo I already did..
6072,1961138624,joy,linseylou,It's Friday!!!!....and the sun is out....but I'm working inside.
38759,1753711558,joy,exonumi,@alucinari Moral support for students
24946,1694955202,joy,SatansPuppet,@EvilGayTwin I hope you like your new sat nav
17280,1965577184,joy,kmegzz1,@mitchelmusso WISH YOU COULD CALLL ME  DO U HAVE A UK MY SAY NOW NUMBER? UR ACCCE! X
14551,1964565864,joy,KatM3q,I'm a senior. I should of been already.
36383,1753293435,joy,ShadiGray,@kenakasoulstar thank you.
37443,1753484564,joy,Irsalicious,Is Skyping with family
21926,1694329396,joy,sixsevenone,cooked chicken soup for the rainy weather
23395,1694608194,joy,themessengerguy,anybody have any new song ideas?
14146,1964372398,joy,michaelasjolund,@Mileycyrus I can't Vote 4 u a the MTV movie awards. There is no vote button. Is it cause i live in sweden? I wanna vote 4 u 2  u rock xo
38489,1753664558,joy,Amandabla,"Watched GossiP.Girl. Dan's so funny, haha."
23597,1694647763,joy,josiewalker,@stillsafe Lol read me like a book
22790,1694493808,joy,HillaO,@ahoppi I hope you're tired for a good reason then
17706,1965758785,joy,aphonia,"@grypes noooo! Little piggies.  i'll vote anyway, hmpf. We need to hang out soon pls. :hugs!:"
13535,1964061104,joy,oilman,@lfatzinger the following week would be better - I'll be gone next week
22324,1694402008,joy,omgcolleen,done with facebook. off to jamlegend
21850,1694312273,joy,Kelly__Turner,@FiiFiiii ahahahaha you love Twilight don't liee!!!  and we all know I love Robert Pattinson!!
33101,1752504455,joy,SprngRollAllDay,Sunday my last day at apple but I won't be in. Come kick it with me at El FAROLITO 4817 mission street @ 730pm
31198,1751854432,joy,girljordyn,@Sarahbear9789 Haha thanks.
29603,1751287788,joy,untouchableTQ,@labelladeanna whatsoever do you mean by 'how I get down' lol I'm always sober
15579,1964885329,joy,vandymcnew,"on my way to get some Maggie Moos Peanut Butter Galaxy, then home! thank god this week is done. 4 meetings in 1 day!!!!"
28156,1696086983,joy,laura_elizabeth,@north385com Well I'm obsessed w/all of them - but I watched the first one again last night  glorious! where can i get a wand?
35685,1753157036,joy,BMBryant,Had fun early night Vegas because Pool tomorrow
3987,1960158324,joy,smishpixie,@jennyreyn Fail.    If you fancy a pit stop and a cuppa you know where I am!  lol
7109,1961543750,joy,JayChasm,"at the office, trying to solve the mystery of whose blood is that in the  bathroom toilet.... eewwwww"
23338,1694605531,joy,krystal_xo15,playing sudoku while mommy makes me breakfast &amp; lunch
21612,1694272890,joy,alyne_,"@littletiara aha i bet they are cute,should we wear our nu **at  the same time so  i cn show you mine,u cn show me yours"
15170,1964751286,joy,ryanamstad,"@mileycyrus Miley!!! I Heard You Have Never Been To A Prom  I Would Have Invited You To Mine If I Knew, We Could Arrange Another One? x"
21418,1694237491,joy,gchelp,SBS 2003 or SBS 2008! Damned if you do and damned if you don't!  Fun times at GCH!
25134,1695004268,joy,Chrissy200,"@RobPattinson_ I hope filming is going well  I'm new to the whole &quot;Twilight phenomenon&quot;, they couldn't have picked a better &quot;vampire&quot;!"
23696,1694667698,joy,MiSzSaRaH_SoDMg,@Souljaboytellem Goodnight lolsz
30961,1751784875,joy,outrageouslyal,I have found the best songd to have stuck in my head are relient k songs...I know every word and can finish them
10185,1962843150,joy,johng_2182,going to work once again. what a great few days off i had. now it's over  but atleast i get 2 more commin up wahooooooo
29994,1751430645,joy,tommysalami013,Hanging with my cousin Jimmy then hopefully hanging with my friend
28055,1696043585,joy,BeckyPool,@Perpetual_Kid May the 4th be with you
20603,1694071596,joy,ChineseLearn,@onein36million Hi I have uploaded 5 completely new Chinese Lessons on www.youtube.com/ChineseLearn Please feel free to watch and enjoy
35553,1753135359,joy,Jolitabrilliant,"http://bit.ly/5e7dr  this is cool, van helden."
21477,1694239985,joy,NicolaWwilts,@billingtonart Gone have my ears on it when I am at home ..plenty of painting for you as well
36632,1753347752,joy,StyelSpecialist,&lt;&lt; Finaly Back to home..
23090,1694551368,joy,iCarluccio,"@hypnoticzexy Ooooh, so you're the dream husband. lol =D I saw Stranthorpe on a map today and thought thought of dear Shea! lol"
16262,1965289800,joy,GarveyBen,"@Ashcoates its been fun so far, but its nothing like a festival altho we did have a cider this afternoon, but only the one"
35287,1753073592,joy,Savvygrl7,@Milzyxx just hanging with my bestie
11317,1963176548,joy,PippaxXx,Im in pain been stood on my feet for 15hrs  nursing is very hard but I love it and how gorgeous is this evening xXx
524,1957089386,joy,DjLiTeEyEz,Headin home...Refreshed my mind and soul justa lil bit...Bac to reality.
4048,1960194630,joy,spilla_,had to take my baby to the vet again today
16884,1965472544,joy,LightFoundDark,@Jasiurl YAEH! THANK GOD IM HOME!...it suekd and we were kicked out of a church.
24788,1694929230,joy,Spirit_of_Mars,"@ShannonLeto The best bike for the best guy! I love the Ducati sound. I think itï¿½s unnecessary to ask for a ride, isnï¿½t it? Nice vid ..."
27414,1695767688,joy,NatalieMacLean,"@ceot Thanks! I have a Teflon liver (Being Scottish, I was raised on whisky)"
15596,1964888771,joy,missnita2005,Finally got my lil monster off my hands so I could run errands and now I gotta do them in the rain!!!
35145,1753031790,joy,rawkstraxl,@caatheedee maybe you should greet her for good.
29551,1751252012,joy,fragileaswelie,I'm going to obu for the night.
22277,1694399934,joy,xoCAZZA,@ChloeCazRhi  glad your feeling abit better!  I think mine might be nearly gone now xD
30962,1751784898,joy,AprilFilms,@tayloregly I am filming musicans friends of mine  @Landslideduo at a Legion  These people sure know how to dance
6782,1961439053,joy,radha_,@brainstuck hey! chutti was very tiring.. and have to travel again tomo  how was your Friday?
27784,1695923006,joy,BeckyLiz__,Has finally mastered the art to uploading a photo on said Twitter. You can no longer assume I'm a heffer
26525,1695442066,joy,SamusAranX,Finally Ubuntu 9.04 arrived as a disc
35564,1753136021,joy,sathya1110,@azaxacavabanama  kashtam ! wonder what would be the similey  for CSK
29587,1751286830,joy,lionl,"&quot;Then It HappenED&quot;, sorry. Watching a movie with some friends in a while!  Fun fun!"
26012,1695278448,joy,allmyownteeth,@roryok I suppose it has a certain 80's charm. I'd personally hold out for the motorola 8 track phone. I like my phones chunky
2763,1957621246,joy,BiancaCris,"At least my wish came true, its not hot anymore...just rainy"
22092,1694364531,joy,ComedyQueen,@keza34 yummy curry  save me some please lol
3208,1957728058,joy,nowamunkie,@sotongs Sigh
38003,1753583983,joy,designingfresh,@marinasmom Yucky! We had our last soccer game of the season today...tryouts start Friday
27436,1695768527,joy,bradshorr,@eeUS I sure hope so!
3514,1958065074,joy,ayeshabilqis,i miss justin timberlake's voice. i want him to make new album again
22655,1694473495,joy,chernwei,@unpolishedgem I love avocado shakes!  Especially so when blended with gula melaka and a touch of santan... noice
38390,1753648935,joy,necessary_ev1L,"You follow me , I follow you. As simple as that"
2194,1957490410,joy,Sagan_Myers,@katieclair88 You guys didn't call or come over  Did we do something?! Def. give us a call tomorrow and hang out with us chick!!
4652,1960464921,joy,EvaBeaverr,just spent all day putting up a trampoline but is now too tired to use it...  it is very cool though!!
14844,1964661276,joy,paulahibner,"to be really really... not bored but bad, i won't now the news  but thats ok. BRB x"
22367,1694419055,joy,divxdownloads,Download movie  &quot;Jackass 3&quot; http://tinyurl.com/caotku cool #movie
35611,1753138177,joy,MegAppleford,"@FelixKev hey Kev - keep with it. It seems crap at first but will def be worthwhile! Add LOADS of people, much more interesting"
4464,1960385436,joy,cowboymathu,Need to buy a bluetooth device for machine
39973,1753904668,joy,Mirunnetje,good morning/midday nation!  FORMULA ONE IN ONE HOUR!
23672,1694666371,joy,CharlieCake,@mitchelmusso hey... Your on MY mind.
26541,1695442744,joy,CameronSmith93,Was watching @timminchin downstairs  Now getting ready for bed. Piano in the morning.
38422,1753649777,joy,ComedyQueen,@Susie_Nutbar Good morning  how are you? #TwitterTakeover
8552,1962216862,joy,ChylaAlyssa,I'm a lil sad looks like nomore brooklyn 4 a while WTF @lailashah
2898,1957650050,joy,ginevramicol,Why can't I see WHITE SOX players @ random bars I go to.. NOT Cubs players  waaah
34814,1752963557,joy,nylahsmomma,@antdeshawn awww thank u. Feels good to be here
32984,1752473562,joy,Mommykins41,@Boomstone Thanks and Cheers back at you.
12307,1963529607,joy,linarijkhoff,Photo: novusnovendo: EYECANDY + LIVE = like a STRIPCLUB! only he keeps his clothes on  BUT he can take them... http://tumblr.com/x2k1wga72
28028,1696006259,joy,hepcat666,I lke wearing kiddies clothes. Makes me breasticles look all big n stuff
34814,1752963557,joy,nylahsmomma,@antdeshawn awww thank u. Feels good to be here
29315,1751176719,joy,MerceBear,Chocolate milk and subway. MMM
3240,1957736515,joy,kvegas911,"@eljefe1401 oh, joy. We have the Elmo potty video too."
25478,1695108107,joy,LauraDunne,@Grace_Coppinger nope  day off sleep time ha
38253,1753631137,joy,wonder_nat,Lovely hubby has just spray tanned the back of my legs for me so hopefully won't look like an allsort for much longer!!
29923,1751396384,joy,Strabismus,"@WalkingHorse Fear not! You deserve alot, you care for animals. )) I'll get some food, don't worry!"
16216,1965273720,joy,Supremacii,"@yahyan  yahyan: @supremacii iaaaaaaaaaaaaan, i was just joking"
34896,1752984489,joy,Paigey215,@mismile when are u gonna host Saturday night live!! i've been waiting for like 2 yearsssssss!!
23545,1694645300,joy,andrewroche,Awake and almost recovered from my Brother's Wedding at the Weekend
12142,1963479659,joy,Laura_Crane,everyone vote for @mileycyrus for the mtv movie awards coz my comp is mashed up and wont let me vote!  i will somehow!!!!!!
32937,1752445418,joy,RheaBea,@StreetPaparazzi  whenever you are mama!  Let's do it
12120,1963474606,joy,HeriCabral,as of this point I am done. I am not going to waste my time re downloading all my music. I lost 5k songs
30690,1751680652,joy,GlennYeo,Just reached my Cellgroup leader's house and he is surprised that I'm dry. Haha.  - http://tweet.sg
14200,1964381613,joy,teacherbrian,"Finally, I got my teaching load confusion cleared. I will teach 3 third year sections but with a catch."
33593,1752646455,joy,i_am_miss_june,he's here   sleep over with the MR. night peeps !
28119,1696045839,joy,IACEZ,@gloria_hayden Welcome to Twitter!!
25095,1695002904,joy,berryblossom,"I hereby announce that I am... employed! Couldn't be happier, Alhamdulillah!"
35010,1753008148,joy,livvvyy,"@tommcfly You're welcome!  Actually, the all Swedish fans are trying to get McFly to  us! We are very close now"
31022,1751818443,joy,SKILLETfan01,"@kakakatey That's cause Ovie is the one man team and when they show Pens highlights, it's the whole because we have more than 1 superstar"
37981,1753583117,joy,katepatto,@BrianMcnugget excellent  looks like you'll have some twitterific competition
30882,1751750966,joy,strawhatasif,got back from visiting relatives...time to watch a movie
2213,1957495950,joy,Mbo0305,Can't I just be a stay at home mom already
33064,1752503049,joy,BrendanJHanton,Finally able to get Flight Control for my Ipod. Best game app! 123  Damn choppers lol
8621,1962234267,joy,nika7k,Today's ABA has been full of emotional tears  #ASD #autism some days are harder than others.  Its hard to not intervene  poor baby
34890,1752984235,joy,beast_,"@aeche We didn't...but we did have to wait a good twenty minutes for one.  Good night, though!"
31580,1751988180,joy,o0adorkable0o,I'm on my way to see '17 Again'.  I've wanted to see it for a looong time
22593,1694456538,joy,i_john,@larasati Uh?Your US iTMS credit is loaded by your friend?That's really nice  I wonder when any of my friends do the same for me.Hahaha.
30872,1751750587,joy,MickeyTKnox,@moonfrye I thought I was the only one with the tags on the outside of my shirt
10781,1963014008,joy,mstwincities,"@Jaggerwerks nooooooooo....u never call me anymore  lol...but, i've been good too...rick ross is in town, might go 2 his show 2nite ;-)"
544,1957093096,joy,AmyIsDayDreamin,one week till exam block
18573,1966001568,joy,Ana_26,@susansediqe soooo over ppl telling me they went to the tonite show!!!  Ive had dreams of meeting him  I'm embarrassd of that a lil LOL
9683,1962685920,joy,andrewloveslisa,Andrew's flight back to CO should be landing soon
26728,1695511181,joy,vanderkj,Last day to sign up for GoCincinnati! www.crossroads.net/gocincinnati you can sign up with my group.. its going to be AWESOME
24237,1694791886,joy,Yellowsharpie,good morning!
26763,1695512669,joy,trakin,now that was my first try at any other language on Twitter other than english
